Tag_Name,Text,Attributes,Description
li,"^""Belt and Road Initiative: Nepal's concern and commitment"".The Himalayan Times. 23 April 2019.Archivedfrom the original on 24 April 2019. Retrieved12 September2019.",{'id': 'cite_note-180'},HTML <li> tag from page about Nepal
span,^,{'class': ['mw-cite-backlink']},HTML <span> tag from page about Nepal
b,^,{},HTML <b> tag from page about Nepal
a,^,{'href': '#cite_ref-180'},HTML <a> tag from page about Nepal
span,"""Belt and Road Initiative: Nepal's concern and commitment"".The Himalayan Times. 23 April 2019.Archivedfrom the original on 24 April 2019. Retrieved12 September2019.",{'class': ['reference-text']},HTML <span> tag from page about Nepal
link,,"{'rel': ['mw-deduplicated-inline-style'], 'href': 'mw-data:TemplateStyles:r1238218222'}",HTML <link> tag from page about Nepal
cite,"""Belt and Road Initiative: Nepal's concern and commitment"".The Himalayan Times. 23 April 2019.Archivedfrom the original on 24 April 2019. Retrieved12 September2019.","{'class': ['citation', 'news', 'cs1']}",HTML <cite> tag from page about Nepal
a,"""Belt and Road Initiative: Nepal's concern and commitment""","{'rel': ['nofollow'], 'class': ['external', 'text'], 'href': 'https://thehimalayantimes.com/opinion/belt-and-road-initiative-nepals-concern-and-commitment/'}",HTML <a> tag from page about Nepal
i,The Himalayan Times,{},HTML <i> tag from page about Nepal
a,The Himalayan Times,"{'href': '/wiki/The_Himalayan_Times', 'title': 'The Himalayan Times'}",HTML <a> tag from page about Nepal
a,Archived,"{'rel': ['nofollow'], 'class': ['external', 'text'], 'href': 'https://web.archive.org/web/20190424161958/https://thehimalayantimes.com/opinion/belt-and-road-initiative-nepals-concern-and-commitment/'}",HTML <a> tag from page about Nepal
span,. Retrieved12 September2019,{'class': ['reference-accessdate']},HTML <span> tag from page about Nepal
span,12 September,{'class': ['nowrap']},HTML <span> tag from page about Nepal
span,,"{'title': 'ctx_ver=Z39.88-2004&rft_val_fmt=info%3Aofi%2Ffmt%3Akev%3Amtx%3Ajournal&rft.genre=article&rft.jtitle=The+Himalayan+Times&rft.atitle=Belt+and+Road+Initiative%3A+Nepal%27s+concern+and+commitment&rft.date=2019-04-23&rft_id=https%3A%2F%2Fthehimalayantimes.com%2Fopinion%2Fbelt-and-road-initiative-nepals-concern-and-commitment%2F&rfr_id=info%3Asid%2Fen.wikipedia.org%3ANepal', 'class': ['Z3988']}",HTML <span> tag from page about Nepal
li,"^Iqbal, Muhammad Jamshed (2006).""SAARC: Origin, Growth, Potential and Achievements""(PDF).Pakistan Journal of History & Culture.XXVII:127–40.Archived(PDF)from the original on 11 November 2013. Retrieve",{'id': 'cite_note-181'},HTML <li> tag from page about Nepal
span,^,{'class': ['mw-cite-backlink']},HTML <span> tag from page about Nepal
b,^,{},HTML <b> tag from page about Nepal
a,^,{'href': '#cite_ref-181'},HTML <a> tag from page about Nepal
span,"Iqbal, Muhammad Jamshed (2006).""SAARC: Origin, Growth, Potential and Achievements""(PDF).Pakistan Journal of History & Culture.XXVII:127–40.Archived(PDF)from the original on 11 November 2013. Retrieved",{'class': ['reference-text']},HTML <span> tag from page about Nepal
link,,"{'rel': ['mw-deduplicated-inline-style'], 'href': 'mw-data:TemplateStyles:r1238218222'}",HTML <link> tag from page about Nepal
cite,"Iqbal, Muhammad Jamshed (2006).""SAARC: Origin, Growth, Potential and Achievements""(PDF).Pakistan Journal of History & Culture.XXVII:127–40.Archived(PDF)from the original on 11 November 2013. Retrieved","{'id': 'CITEREFIqbal2006', 'class': ['citation', 'journal', 'cs1']}",HTML <cite> tag from page about Nepal
a,"""SAARC: Origin, Growth, Potential and Achievements""","{'rel': ['nofollow'], 'class': ['external', 'text'], 'href': 'https://www.nihcr.edu.pk/Latest_English_Journal/SAARC_Jamshed_Iqbal.pdf'}",HTML <a> tag from page about Nepal
span,(PDF),{'class': ['cs1-format']},HTML <span> tag from page about Nepal
i,Pakistan Journal of History & Culture,{},HTML <i> tag from page about Nepal
a,Pakistan Journal of History & Culture,"{'href': '/w/index.php?title=Pakistan_Journal_of_History_%26_Culture&action=edit&redlink=1', 'class': ['new'], 'title': 'Pakistan Journal of History & Culture (page does not exist)'}",HTML <a> tag from page about Nepal
b,XXVII,{},HTML <b> tag from page about Nepal
span,127–,{'class': ['nowrap']},HTML <span> tag from page about Nepal
a,Archived,"{'rel': ['nofollow'], 'class': ['external', 'text'], 'href': 'https://web.archive.org/web/20131111092347/https://www.nihcr.edu.pk/Latest_English_Journal/SAARC_Jamshed_Iqbal.pdf'}",HTML <a> tag from page about Nepal
span,(PDF),{'class': ['cs1-format']},HTML <span> tag from page about Nepal
span,. Retrieved11 September2019,{'class': ['reference-accessdate']},HTML <span> tag from page about Nepal
span,11 September,{'class': ['nowrap']},HTML <span> tag from page about Nepal
span,,"{'title': 'ctx_ver=Z39.88-2004&rft_val_fmt=info%3Aofi%2Ffmt%3Akev%3Amtx%3Ajournal&rft.genre=article&rft.jtitle=Pakistan+Journal+of+History+%26+Culture&rft.atitle=SAARC%3A+Origin%2C+Growth%2C+Potential+and+Achievements&rft.volume=XXVII&rft.pages=127-40&rft.date=2006&rft.aulast=Iqbal&rft.aufirst=Muhammad+Jamshed&rft_id=https%3A%2F%2Fwww.nihcr.edu.pk%2FLatest_English_Journal%2FSAARC_Jamshed_Iqbal.pdf&rfr_id=info%3Asid%2Fen.wikipedia.org%3ANepal', 'class': ['Z3988']}",HTML <span> tag from page about Nepal
li,"^""Nepal, Bangladesh Can Become Better Trade Partners"".The Rising Nepal.Archivedfrom the original on 11 November 2018. Retrieved12 September2019.",{'id': 'cite_note-182'},HTML <li> tag from page about Nepal
span,^,{'class': ['mw-cite-backlink']},HTML <span> tag from page about Nepal
b,^,{},HTML <b> tag from page about Nepal
a,^,{'href': '#cite_ref-182'},HTML <a> tag from page about Nepal
span,"""Nepal, Bangladesh Can Become Better Trade Partners"".The Rising Nepal.Archivedfrom the original on 11 November 2018. Retrieved12 September2019.",{'class': ['reference-text']},HTML <span> tag from page about Nepal
link,,"{'rel': ['mw-deduplicated-inline-style'], 'href': 'mw-data:TemplateStyles:r1238218222'}",HTML <link> tag from page about Nepal
cite,"""Nepal, Bangladesh Can Become Better Trade Partners"".The Rising Nepal.Archivedfrom the original on 11 November 2018. Retrieved12 September2019.","{'class': ['citation', 'news', 'cs1']}",HTML <cite> tag from page about Nepal
a,"""Nepal, Bangladesh Can Become Better Trade Partners""","{'rel': ['nofollow'], 'class': ['external', 'text'], 'href': 'https://therisingnepal.org.np/news/19231'}",HTML <a> tag from page about Nepal
i,The Rising Nepal,{},HTML <i> tag from page about Nepal
a,The Rising Nepal,"{'href': '/wiki/The_Rising_Nepal', 'title': 'The Rising Nepal'}",HTML <a> tag from page about Nepal
a,Archived,"{'rel': ['nofollow'], 'class': ['external', 'text'], 'href': 'https://web.archive.org/web/20181111072640/https://therisingnepal.org.np/news/19231'}",HTML <a> tag from page about Nepal
span,. Retrieved12 September2019,{'class': ['reference-accessdate']},HTML <span> tag from page about Nepal
span,12 September,{'class': ['nowrap']},HTML <span> tag from page about Nepal
span,,"{'title': 'ctx_ver=Z39.88-2004&rft_val_fmt=info%3Aofi%2Ffmt%3Akev%3Amtx%3Ajournal&rft.genre=article&rft.jtitle=The+Rising+Nepal&rft.atitle=Nepal%2C+Bangladesh+Can+Become+Better+Trade+Partners&rft_id=https%3A%2F%2Ftherisingnepal.org.np%2Fnews%2F19231&rfr_id=info%3Asid%2Fen.wikipedia.org%3ANepal', 'class': ['Z3988']}",HTML <span> tag from page about Nepal
li,"^""Marking the diplomatic ties between Nepal and Israel"".Republica. Retrieved12 September2019.",{'id': 'cite_note-183'},HTML <li> tag from page about Nepal
span,^,{'class': ['mw-cite-backlink']},HTML <span> tag from page about Nepal
b,^,{},HTML <b> tag from page about Nepal
a,^,{'href': '#cite_ref-183'},HTML <a> tag from page about Nepal
span,"""Marking the diplomatic ties between Nepal and Israel"".Republica. Retrieved12 September2019.",{'class': ['reference-text']},HTML <span> tag from page about Nepal
link,,"{'rel': ['mw-deduplicated-inline-style'], 'href': 'mw-data:TemplateStyles:r1238218222'}",HTML <link> tag from page about Nepal
cite,"""Marking the diplomatic ties between Nepal and Israel"".Republica. Retrieved12 September2019.","{'class': ['citation', 'news', 'cs1']}",HTML <cite> tag from page about Nepal
a,"""Marking the diplomatic ties between Nepal and Israel""","{'rel': ['nofollow'], 'class': ['external', 'text'], 'href': 'https://myrepublica.nagariknetwork.com/news/42903/'}",HTML <a> tag from page about Nepal
i,Republica,{},HTML <i> tag from page about Nepal
a,Republica,"{'href': '/wiki/Republica_(newspaper)', 'title': 'Republica (newspaper)'}",HTML <a> tag from page about Nepal
span,. Retrieved12 September2019,{'class': ['reference-accessdate']},HTML <span> tag from page about Nepal
span,12 September,{'class': ['nowrap']},HTML <span> tag from page about Nepal
span,,"{'title': 'ctx_ver=Z39.88-2004&rft_val_fmt=info%3Aofi%2Ffmt%3Akev%3Amtx%3Ajournal&rft.genre=article&rft.jtitle=Republica&rft.atitle=Marking+the+diplomatic+ties+between+Nepal+and+Israel&rft_id=https%3A%2F%2Fmyrepublica.nagariknetwork.com%2Fnews%2F42903%2F&rfr_id=info%3Asid%2Fen.wikipedia.org%3ANepal', 'class': ['Z3988']}",HTML <span> tag from page about Nepal
li,"^""UNGA vote 'consistent with Nepal's position on Israel, Palestine'"".The Kathmandu Post.Archivedfrom the original on 13 August 2023. Retrieved12 September2019.",{'id': 'cite_note-184'},HTML <li> tag from page about Nepal
span,^,{'class': ['mw-cite-backlink']},HTML <span> tag from page about Nepal
b,^,{},HTML <b> tag from page about Nepal
a,^,{'href': '#cite_ref-184'},HTML <a> tag from page about Nepal
span,"""UNGA vote 'consistent with Nepal's position on Israel, Palestine'"".The Kathmandu Post.Archivedfrom the original on 13 August 2023. Retrieved12 September2019.",{'class': ['reference-text']},HTML <span> tag from page about Nepal
link,,"{'rel': ['mw-deduplicated-inline-style'], 'href': 'mw-data:TemplateStyles:r1238218222'}",HTML <link> tag from page about Nepal
cite,"""UNGA vote 'consistent with Nepal's position on Israel, Palestine'"".The Kathmandu Post.Archivedfrom the original on 13 August 2023. Retrieved12 September2019.","{'class': ['citation', 'news', 'cs1']}",HTML <cite> tag from page about Nepal
a,"""UNGA vote 'consistent with Nepal's position on Israel, Palestine'""","{'rel': ['nofollow'], 'class': ['external', 'text'], 'href': 'https://kathmandupost.com/national/2017/12/23/unga-vote-consistent-with-nepals-position-on-israel-palestine'}",HTML <a> tag from page about Nepal
span,,{'class': ['cs1-kern-right']},HTML <span> tag from page about Nepal
i,The Kathmandu Post,{},HTML <i> tag from page about Nepal
a,The Kathmandu Post,"{'href': '/wiki/The_Kathmandu_Post', 'title': 'The Kathmandu Post'}",HTML <a> tag from page about Nepal
a,Archived,"{'rel': ['nofollow'], 'class': ['external', 'text'], 'href': 'https://web.archive.org/web/20230813203803/https://kathmandupost.com/national/2017/12/23/unga-vote-consistent-with-nepals-position-on-israel-palestine'}",HTML <a> tag from page about Nepal
span,. Retrieved12 September2019,{'class': ['reference-accessdate']},HTML <span> tag from page about Nepal
span,12 September,{'class': ['nowrap']},HTML <span> tag from page about Nepal
span,,"{'title': 'ctx_ver=Z39.88-2004&rft_val_fmt=info%3Aofi%2Ffmt%3Akev%3Amtx%3Ajournal&rft.genre=article&rft.jtitle=The+Kathmandu+Post&rft.atitle=UNGA+vote+%27consistent+with+Nepal%27s+position+on+Israel%2C+Palestine%27&rft_id=https%3A%2F%2Fkathmandupost.com%2Fnational%2F2017%2F12%2F23%2Funga-vote-consistent-with-nepals-position-on-israel-palestine&rfr_id=info%3Asid%2Fen.wikipedia.org%3ANepal', 'class': ['Z3988']}",HTML <span> tag from page about Nepal
li,"^Khadka, Narayan (1997). ""Foreign Aid to Nepal: Donor Motivations in the Post-Cold War Period"".Asian Survey.37(11):1044–1061.doi:10.2307/2645740.ISSN0004-4687.JSTOR2645740.",{'id': 'cite_note-185'},HTML <li> tag from page about Nepal
span,^,{'class': ['mw-cite-backlink']},HTML <span> tag from page about Nepal
b,^,{},HTML <b> tag from page about Nepal
a,^,{'href': '#cite_ref-185'},HTML <a> tag from page about Nepal
span,"Khadka, Narayan (1997). ""Foreign Aid to Nepal: Donor Motivations in the Post-Cold War Period"".Asian Survey.37(11):1044–1061.doi:10.2307/2645740.ISSN0004-4687.JSTOR2645740.",{'class': ['reference-text']},HTML <span> tag from page about Nepal
link,,"{'rel': ['mw-deduplicated-inline-style'], 'href': 'mw-data:TemplateStyles:r1238218222'}",HTML <link> tag from page about Nepal
cite,"Khadka, Narayan (1997). ""Foreign Aid to Nepal: Donor Motivations in the Post-Cold War Period"".Asian Survey.37(11):1044–1061.doi:10.2307/2645740.ISSN0004-4687.JSTOR2645740.","{'id': 'CITEREFKhadka1997', 'class': ['citation', 'journal', 'cs1']}",HTML <cite> tag from page about Nepal
i,Asian Survey,{},HTML <i> tag from page about Nepal
a,Asian Survey,"{'href': '/wiki/Asian_Survey', 'title': 'Asian Survey'}",HTML <a> tag from page about Nepal
b,37,{},HTML <b> tag from page about Nepal
span,1044–,{'class': ['nowrap']},HTML <span> tag from page about Nepal
a,doi,"{'href': '/wiki/Doi_(identifier)', 'class': ['mw-redirect'], 'title': 'Doi (identifier)'}",HTML <a> tag from page about Nepal
a,10.2307/2645740,"{'rel': ['nofollow'], 'class': ['external', 'text'], 'href': 'https://doi.org/10.2307%2F2645740'}",HTML <a> tag from page about Nepal
a,ISSN,"{'href': '/wiki/ISSN_(identifier)', 'class': ['mw-redirect'], 'title': 'ISSN (identifier)'}",HTML <a> tag from page about Nepal
a,0004-4687,"{'rel': ['nofollow'], 'class': ['external', 'text'], 'href': 'https://search.worldcat.org/issn/0004-4687'}",HTML <a> tag from page about Nepal
a,JSTOR,"{'href': '/wiki/JSTOR_(identifier)', 'class': ['mw-redirect'], 'title': 'JSTOR (identifier)'}",HTML <a> tag from page about Nepal
a,2645740,"{'rel': ['nofollow'], 'class': ['external', 'text'], 'href': 'https://www.jstor.org/stable/2645740'}",HTML <a> tag from page about Nepal
span,,"{'title': 'ctx_ver=Z39.88-2004&rft_val_fmt=info%3Aofi%2Ffmt%3Akev%3Amtx%3Ajournal&rft.genre=article&rft.jtitle=Asian+Survey&rft.atitle=Foreign+Aid+to+Nepal%3A+Donor+Motivations+in+the+Post-Cold+War+Period&rft.volume=37&rft.issue=11&rft.pages=1044-1061&rft.date=1997&rft.issn=0004-4687&rft_id=https%3A%2F%2Fwww.jstor.org%2Fstable%2F2645740%23id-name%3DJSTOR&rft_id=info%3Adoi%2F10.2307%2F2645740&rft.aulast=Khadka&rft.aufirst=Narayan&rfr_id=info%3Asid%2Fen.wikipedia.org%3ANepal', 'class': ['Z3988']}",HTML <span> tag from page about Nepal
li,"^""Military expenditure (current USD) | Data"".World Bank.Archivedfrom the original on 13 August 2023. Retrieved14 September2019.",{'id': 'cite_note-186'},HTML <li> tag from page about Nepal
span,^,{'class': ['mw-cite-backlink']},HTML <span> tag from page about Nepal
b,^,{},HTML <b> tag from page about Nepal
a,^,{'href': '#cite_ref-186'},HTML <a> tag from page about Nepal
span,"""Military expenditure (current USD) | Data"".World Bank.Archivedfrom the original on 13 August 2023. Retrieved14 September2019.",{'class': ['reference-text']},HTML <span> tag from page about Nepal
link,,"{'rel': ['mw-deduplicated-inline-style'], 'href': 'mw-data:TemplateStyles:r1238218222'}",HTML <link> tag from page about Nepal
cite,"""Military expenditure (current USD) | Data"".World Bank.Archivedfrom the original on 13 August 2023. Retrieved14 September2019.","{'class': ['citation', 'web', 'cs1']}",HTML <cite> tag from page about Nepal
a,"""Military expenditure (current USD) | Data""","{'rel': ['nofollow'], 'class': ['external', 'text'], 'href': 'https://data.worldbank.org/indicator/MS.MIL.XPND.CD?locations=NP'}",HTML <a> tag from page about Nepal
a,World Bank,"{'href': '/wiki/World_Bank', 'class': ['mw-redirect'], 'title': 'World Bank'}",HTML <a> tag from page about Nepal
a,Archived,"{'rel': ['nofollow'], 'class': ['external', 'text'], 'href': 'https://web.archive.org/web/20230813193309/https://data.worldbank.org/indicator/MS.MIL.XPND.CD?locations=NP'}",HTML <a> tag from page about Nepal
span,. Retrieved14 September2019,{'class': ['reference-accessdate']},HTML <span> tag from page about Nepal
span,14 September,{'class': ['nowrap']},HTML <span> tag from page about Nepal
span,,"{'title': 'ctx_ver=Z39.88-2004&rft_val_fmt=info%3Aofi%2Ffmt%3Akev%3Amtx%3Abook&rft.genre=unknown&rft.btitle=Military+expenditure+%28current+USD%29+%7C+Data&rft.pub=World+Bank&rft_id=https%3A%2F%2Fdata.worldbank.org%2Findicator%2FMS.MIL.XPND.CD%3Flocations%3DNP&rfr_id=info%3Asid%2Fen.wikipedia.org%3ANepal', 'class': ['Z3988']}",HTML <span> tag from page about Nepal
li,"^""Military expenditure (% of GDP) | Data"".World Bank.Archivedfrom the original on 13 August 2023. Retrieved14 September2019.",{'id': 'cite_note-187'},HTML <li> tag from page about Nepal
span,^,{'class': ['mw-cite-backlink']},HTML <span> tag from page about Nepal
b,^,{},HTML <b> tag from page about Nepal
a,^,{'href': '#cite_ref-187'},HTML <a> tag from page about Nepal
span,"""Military expenditure (% of GDP) | Data"".World Bank.Archivedfrom the original on 13 August 2023. Retrieved14 September2019.",{'class': ['reference-text']},HTML <span> tag from page about Nepal
link,,"{'rel': ['mw-deduplicated-inline-style'], 'href': 'mw-data:TemplateStyles:r1238218222'}",HTML <link> tag from page about Nepal
cite,"""Military expenditure (% of GDP) | Data"".World Bank.Archivedfrom the original on 13 August 2023. Retrieved14 September2019.","{'class': ['citation', 'web', 'cs1']}",HTML <cite> tag from page about Nepal
a,"""Military expenditure (% of GDP) | Data""","{'rel': ['nofollow'], 'class': ['external', 'text'], 'href': 'https://data.worldbank.org/indicator/MS.MIL.XPND.GD.ZS?locations=NP'}",HTML <a> tag from page about Nepal
a,World Bank,"{'href': '/wiki/World_Bank', 'class': ['mw-redirect'], 'title': 'World Bank'}",HTML <a> tag from page about Nepal
a,Archived,"{'rel': ['nofollow'], 'class': ['external', 'text'], 'href': 'https://web.archive.org/web/20230813191908/https://data.worldbank.org/indicator/MS.MIL.XPND.GD.ZS?locations=NP'}",HTML <a> tag from page about Nepal
span,. Retrieved14 September2019,{'class': ['reference-accessdate']},HTML <span> tag from page about Nepal
span,14 September,{'class': ['nowrap']},HTML <span> tag from page about Nepal
span,,"{'title': 'ctx_ver=Z39.88-2004&rft_val_fmt=info%3Aofi%2Ffmt%3Akev%3Amtx%3Abook&rft.genre=unknown&rft.btitle=Military+expenditure+%28%25+of+GDP%29+%7C+Data&rft.pub=World+Bank&rft_id=https%3A%2F%2Fdata.worldbank.org%2Findicator%2FMS.MIL.XPND.GD.ZS%3Flocations%3DNP&rfr_id=info%3Asid%2Fen.wikipedia.org%3ANepal', 'class': ['Z3988']}",HTML <span> tag from page about Nepal
li,"^abRaghavan, V. R. (2013).Nepal as a Federal State: Lessons from Indian Experience.Vij Books India.ISBN9789382652014.",{'id': 'cite_note-rag-188'},HTML <li> tag from page about Nepal
span,^ab,{'class': ['mw-cite-backlink']},HTML <span> tag from page about Nepal
a,a,{'href': '#cite_ref-rag_188-0'},HTML <a> tag from page about Nepal
sup,a,{},HTML <sup> tag from page about Nepal
i,a,{},HTML <i> tag from page about Nepal
b,a,{},HTML <b> tag from page about Nepal
a,b,{'href': '#cite_ref-rag_188-1'},HTML <a> tag from page about Nepal
sup,b,{},HTML <sup> tag from page about Nepal
i,b,{},HTML <i> tag from page about Nepal
b,b,{},HTML <b> tag from page about Nepal
span,"Raghavan, V. R. (2013).Nepal as a Federal State: Lessons from Indian Experience.Vij Books India.ISBN9789382652014.",{'class': ['reference-text']},HTML <span> tag from page about Nepal
link,,"{'rel': ['mw-deduplicated-inline-style'], 'href': 'mw-data:TemplateStyles:r1238218222'}",HTML <link> tag from page about Nepal
cite,"Raghavan, V. R. (2013).Nepal as a Federal State: Lessons from Indian Experience.Vij Books India.ISBN9789382652014.","{'id': 'CITEREFRaghavan2013', 'class': ['citation', 'book', 'cs1']}",HTML <cite> tag from page about Nepal
a,Nepal as a Federal State: Lessons from Indian Experience,"{'rel': ['nofollow'], 'class': ['external', 'text'], 'href': 'https://books.google.com/books?id=8dHXRR3z-_EC&pg=PA130'}",HTML <a> tag from page about Nepal
i,Nepal as a Federal State: Lessons from Indian Experience,{},HTML <i> tag from page about Nepal
a,Vij Books India,"{'href': '/w/index.php?title=Vij_Books_India&action=edit&redlink=1', 'class': ['new'], 'title': 'Vij Books India (page does not exist)'}",HTML <a> tag from page about Nepal
a,ISBN,"{'href': '/wiki/ISBN_(identifier)', 'class': ['mw-redirect'], 'title': 'ISBN (identifier)'}",HTML <a> tag from page about Nepal
a,9789382652014,"{'href': '/wiki/Special:BookSources/9789382652014', 'title': 'Special:BookSources/9789382652014'}",HTML <a> tag from page about Nepal
bdi,9789382652014,{},HTML <bdi> tag from page about Nepal
span,,"{'title': 'ctx_ver=Z39.88-2004&rft_val_fmt=info%3Aofi%2Ffmt%3Akev%3Amtx%3Abook&rft.genre=book&rft.btitle=Nepal+as+a+Federal+State%3A+Lessons+from+Indian+Experience&rft.pub=Vij+Books+India&rft.date=2013&rft.isbn=9789382652014&rft.aulast=Raghavan&rft.aufirst=V.+R.&rft_id=https%3A%2F%2Fbooks.google.com%2Fbooks%3Fid%3D8dHXRR3z-_EC%26pg%3DPA130&rfr_id=info%3Asid%2Fen.wikipedia.org%3ANepal', 'class': ['Z3988']}",HTML <span> tag from page about Nepal
li,"^""New chief faces daunting task rebuilding Nepal Army's image"".The Kathmandu Post.Archivedfrom the original on 13 August 2023. Retrieved15 September2019.",{'id': 'cite_note-189'},HTML <li> tag from page about Nepal
span,^,{'class': ['mw-cite-backlink']},HTML <span> tag from page about Nepal
b,^,{},HTML <b> tag from page about Nepal
a,^,{'href': '#cite_ref-189'},HTML <a> tag from page about Nepal
span,"""New chief faces daunting task rebuilding Nepal Army's image"".The Kathmandu Post.Archivedfrom the original on 13 August 2023. Retrieved15 September2019.",{'class': ['reference-text']},HTML <span> tag from page about Nepal
link,,"{'rel': ['mw-deduplicated-inline-style'], 'href': 'mw-data:TemplateStyles:r1238218222'}",HTML <link> tag from page about Nepal
cite,"""New chief faces daunting task rebuilding Nepal Army's image"".The Kathmandu Post.Archivedfrom the original on 13 August 2023. Retrieved15 September2019.","{'class': ['citation', 'news', 'cs1']}",HTML <cite> tag from page about Nepal
a,"""New chief faces daunting task rebuilding Nepal Army's image""","{'rel': ['nofollow'], 'class': ['external', 'text'], 'href': 'https://kathmandupost.com/national/2018/08/10/new-chief-faces-daunting-task-rebuilding-nepal-armys-image'}",HTML <a> tag from page about Nepal
i,The Kathmandu Post,{},HTML <i> tag from page about Nepal
a,The Kathmandu Post,"{'href': '/wiki/The_Kathmandu_Post', 'title': 'The Kathmandu Post'}",HTML <a> tag from page about Nepal
a,Archived,"{'rel': ['nofollow'], 'class': ['external', 'text'], 'href': 'https://web.archive.org/web/20230813190352/https://kathmandupost.com/national/2018/08/10/new-chief-faces-daunting-task-rebuilding-nepal-armys-image'}",HTML <a> tag from page about Nepal
span,. Retrieved15 September2019,{'class': ['reference-accessdate']},HTML <span> tag from page about Nepal
span,15 September,{'class': ['nowrap']},HTML <span> tag from page about Nepal
span,,"{'title': 'ctx_ver=Z39.88-2004&rft_val_fmt=info%3Aofi%2Ffmt%3Akev%3Amtx%3Ajournal&rft.genre=article&rft.jtitle=The+Kathmandu+Post&rft.atitle=New+chief+faces+daunting+task+rebuilding+Nepal+Army%27s+image&rft_id=https%3A%2F%2Fkathmandupost.com%2Fnational%2F2018%2F08%2F10%2Fnew-chief-faces-daunting-task-rebuilding-nepal-armys-image&rfr_id=info%3Asid%2Fen.wikipedia.org%3ANepal', 'class': ['Z3988']}",HTML <span> tag from page about Nepal
li,"^""Thapa to take charge of Nepali Army as acting CoAS"".The Himalayan Times. 9 August 2018.Archivedfrom the original on 17 September 2018. Retrieved15 September2019.",{'id': 'cite_note-190'},HTML <li> tag from page about Nepal
span,^,{'class': ['mw-cite-backlink']},HTML <span> tag from page about Nepal
b,^,{},HTML <b> tag from page about Nepal
a,^,{'href': '#cite_ref-190'},HTML <a> tag from page about Nepal
span,"""Thapa to take charge of Nepali Army as acting CoAS"".The Himalayan Times. 9 August 2018.Archivedfrom the original on 17 September 2018. Retrieved15 September2019.",{'class': ['reference-text']},HTML <span> tag from page about Nepal
link,,"{'rel': ['mw-deduplicated-inline-style'], 'href': 'mw-data:TemplateStyles:r1238218222'}",HTML <link> tag from page about Nepal
cite,"""Thapa to take charge of Nepali Army as acting CoAS"".The Himalayan Times. 9 August 2018.Archivedfrom the original on 17 September 2018. Retrieved15 September2019.","{'class': ['citation', 'news', 'cs1']}",HTML <cite> tag from page about Nepal
a,"""Thapa to take charge of Nepali Army as acting CoAS""","{'rel': ['nofollow'], 'class': ['external', 'text'], 'href': 'https://thehimalayantimes.com/kathmandu/lieutenant-general-purna-chandra-thapa-to-take-charge-of-nepali-army-as-acting-chief-of-army-staff/'}",HTML <a> tag from page about Nepal
i,The Himalayan Times,{},HTML <i> tag from page about Nepal
a,The Himalayan Times,"{'href': '/wiki/The_Himalayan_Times', 'title': 'The Himalayan Times'}",HTML <a> tag from page about Nepal
a,Archived,"{'rel': ['nofollow'], 'class': ['external', 'text'], 'href': 'https://web.archive.org/web/20180917071448/https://thehimalayantimes.com/kathmandu/lieutenant-general-purna-chandra-thapa-to-take-charge-of-nepali-army-as-acting-chief-of-army-staff/'}",HTML <a> tag from page about Nepal
span,. Retrieved15 September2019,{'class': ['reference-accessdate']},HTML <span> tag from page about Nepal
span,15 September,{'class': ['nowrap']},HTML <span> tag from page about Nepal
span,,"{'title': 'ctx_ver=Z39.88-2004&rft_val_fmt=info%3Aofi%2Ffmt%3Akev%3Amtx%3Ajournal&rft.genre=article&rft.jtitle=The+Himalayan+Times&rft.atitle=Thapa+to+take+charge+of+Nepali+Army+as+acting+CoAS&rft.date=2018-08-09&rft_id=https%3A%2F%2Fthehimalayantimes.com%2Fkathmandu%2Flieutenant-general-purna-chandra-thapa-to-take-charge-of-nepali-army-as-acting-chief-of-army-staff%2F&rfr_id=info%3Asid%2Fen.wikipedia.org%3ANepal', 'class': ['Z3988']}",HTML <span> tag from page about Nepal
li,"^""South Asia :: Nepal – The World Factbook – Central Intelligence Agency"".Central Intelligence Agency.Archivedfrom the original on 9 January 2021. Retrieved15 September2019.",{'id': 'cite_note-191'},HTML <li> tag from page about Nepal
span,^,{'class': ['mw-cite-backlink']},HTML <span> tag from page about Nepal
b,^,{},HTML <b> tag from page about Nepal
a,^,{'href': '#cite_ref-191'},HTML <a> tag from page about Nepal
span,"""South Asia :: Nepal – The World Factbook – Central Intelligence Agency"".Central Intelligence Agency.Archivedfrom the original on 9 January 2021. Retrieved15 September2019.",{'class': ['reference-text']},HTML <span> tag from page about Nepal
link,,"{'rel': ['mw-deduplicated-inline-style'], 'href': 'mw-data:TemplateStyles:r1238218222'}",HTML <link> tag from page about Nepal
cite,"""South Asia :: Nepal – The World Factbook – Central Intelligence Agency"".Central Intelligence Agency.Archivedfrom the original on 9 January 2021. Retrieved15 September2019.","{'class': ['citation', 'web', 'cs1']}",HTML <cite> tag from page about Nepal
a,"""South Asia :: Nepal – The World Factbook – Central Intelligence Agency""","{'rel': ['nofollow'], 'class': ['external', 'text'], 'href': 'https://www.cia.gov/the-world-factbook/countries/nepal/'}",HTML <a> tag from page about Nepal
a,Central Intelligence Agency,"{'href': '/wiki/Central_Intelligence_Agency', 'title': 'Central Intelligence Agency'}",HTML <a> tag from page about Nepal
